State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(reviseddefinition)1,Rape(legacy definition)2,Robbery,Aggravatedassault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3,
FLORIDA - Nonmetropolitan Counties,Holmes,42,2,1,,1,38,182,77,89,16,0,
FLORIDA - Nonmetropolitan Counties,Jackson,110,1,15,,7,87,641,152,459,30,5,
FLORIDA - Nonmetropolitan Counties,Lafayette,22,0,2,,0,20,58,24,32,2,0,
FLORIDA - Nonmetropolitan Counties,Levy,363,3,13,,4,343,452,147,270,35,0,
FLORIDA - Nonmetropolitan Counties,Madison,144,0,3,,3,138,244,107,136,1,1,
FLORIDA - Nonmetropolitan Counties,Monroe,204,2,17,,10,175,1270,234,1008,28,3,
FLORIDA - Nonmetropolitan Counties,Okeechobee,145,0,7,,11,127,908,202,665,41,0,
FLORIDA - Nonmetropolitan Counties,Putnam,333,6,21,,16,290,1368,427,878,63,5,
FLORIDA - Nonmetropolitan Counties,Suwannee,92,1,4,,6,81,354,90,246,18,0,
FLORIDA - Nonmetropolitan Counties,Taylor,169,2,5,,3,159,225,81,130,14,2,
FLORIDA - Nonmetropolitan Counties,Union,22,0,1,,1,20,74,30,38,6,1,
FLORIDA - Nonmetropolitan Counties,Washington,32,0,3,,1,28,200,73,105,22,0,
GEORGIA - Metropolitan Counties,Bartow,320,3,,21,31,265,2566,527,1757,282,0,
GEORGIA - Metropolitan Counties,Brantley,29,0,,4,1,24,432,95,325,12,0,
GEORGIA - Metropolitan Counties,Brooks,16,1,,2,3,10,176,58,102,16,0,
GEORGIA - Metropolitan Counties,Bryan,65,0,,2,5,58,337,74,247,16,0,
GEORGIA - Metropolitan Counties,Burke,81,1,,0,0,80,474,124,329,21,0,
GEORGIA - Metropolitan Counties,Butts,63,0,,4,4,55,338,77,236,25,0,
GEORGIA - Metropolitan Counties,Carroll,129,0,,13,13,103,1521,559,840,122,5,
GEORGIA - Metropolitan Counties,Catoosa,99,2,,11,9,77,964,160,663,141,5,
GEORGIA - Metropolitan Counties,Chattahoochee,1,0,,0,1,0,3,0,2,1,1,
GEORGIA - Metropolitan Counties,Cherokee,114,2,,23,17,72,1756,322,1337,97,,
GEORGIA - Metropolitan Counties,Clarke,0,0,,0,0,0,0,0,0,0,,
GEORGIA - Metropolitan Counties,Clayton,3,0,,0,0,3,10,0,7,3,0,
GEORGIA - Metropolitan Counties,Clayton County Police Department,1202,18,,88,550,546,8275,2513,4604,1158,7,
GEORGIA - Metropolitan Counties,Cobb,113,0,,1,4,108,34,5,29,0,0,
GEORGIA - Metropolitan Counties,Cobb County Police Department,1208,17,,107,445,639,11982,2410,8702,870,37,
GEORGIA - Metropolitan Counties,Columbia,65,2,,11,8,44,1933,243,1614,76,5,
GEORGIA - Metropolitan Counties,Coweta,81,0,,10,18,53,1273,301,891,81,3,
GEORGIA - Metropolitan Counties,Crawford,14,0,,3,2,9,249,61,171,17,1,
GEORGIA - Metropolitan Counties,Dawson,29,2,,7,6,14,489,81,370,38,1,
GEORGIA - Metropolitan Counties,DeKalb,0,0,,0,0,0,0,0,0,0,,
GEORGIA - Metropolitan Counties,DeKalb County Police Department,3583,70,,143,1820,1550,24255,6823,13719,3713,129,
GEORGIA - Metropolitan Counties,Dougherty,1,0,,0,0,1,85,3,81,1,0,
GEORGIA - Metropolitan Counties,Dougherty County Police Department,27,0,,2,7,18,306,103,185,18,1,
GEORGIA - Metropolitan Counties,Douglas,162,8,,8,54,92,2047,388,1485,174,6,
GEORGIA - Metropolitan Counties,Echols,6,0,,0,0,6,27,7,19,1,0,
GEORGIA - Metropolitan Counties,Effingham,28,0,,6,8,14,477,246,184,47,3,
GEORGIA - Metropolitan Counties,Fayette,44,1,,3,8,32,439,117,290,32,0,
GEORGIA - Metropolitan Counties,Floyd,31,2,,2,10,17,43,8,32,3,,
GEORGIA - Metropolitan Counties,Floyd County Police Department,94,5,,17,14,58,1235,342,796,97,11,
GEORGIA - Metropolitan Counties,Forsyth,134,0,,28,8,98,1446,265,1116,65,,
GEORGIA - Metropolitan Counties,Fulton,3,0,,0,0,3,3,0,3,0,0,
GEORGIA - Metropolitan Counties,Fulton County Police Department,988,14,,36,420,518,5828,1226,3724,878,,
GEORGIA - Metropolitan Counties,Glynn County Police Department,177,0,,16,42,119,2002,457,1423,122,1,
GEORGIA - Metropolitan Counties,Gwinnett County Police Department,1578,22,,113,714,729,13906,2915,9681,1310,39,
GEORGIA - Metropolitan Counties,Hall,188,2,,21,23,142,1766,488,1102,176,17,
GEORGIA - Metropolitan Counties,Haralson,112,2,,2,5,103,419,146,248,25,,
GEORGIA - Metropolitan Counties,Harris,31,0,,5,1,25,306,94,197,15,,
GEORGIA - Metropolitan Counties,Heard,18,1,,1,0,16,121,28,79,14,0,
GEORGIA - Metropolitan Counties,Henry,2,0,,0,2,0,112,4,108,0,,
GEORGIA - Metropolitan Counties,Henry County Police Department,367,6,,40,136,185,4428,1069,2969,390,8,
GEORGIA - Metropolitan Counties,Houston,72,2,,2,14,54,1036,182,799,55,0,
GEORGIA - Metropolitan Counties,Jasper,47,0,,1,1,45,192,54,131,7,0,
GEORGIA - Metropolitan Counties,Jones,19,0,,3,2,14,447,110,300,37,2,
GEORGIA - Metropolitan Counties,Lamar,14,1,,0,1,12,127,29,88,10,1,
GEORGIA - Metropolitan Counties,Lanier,34,0,,2,5,27,140,36,98,6,,
GEORGIA - Metropolitan Counties,Lee,43,0,,6,4,33,662,126,530,6,0,
GEORGIA - Metropolitan Counties,Liberty,89,0,,2,13,74,266,61,180,25,,
GEORGIA - Metropolitan Counties,Lincoln,16,0,,1,1,14,144,44,92,8,2,
GEORGIA - Metropolitan Counties,Long,16,0,,4,6,6,202,88,96,18,0,
GEORGIA - Metropolitan Counties,Lowndes,84,0,,1,6,77,465,172,261,32,,
GEORGIA - Metropolitan Counties,Madison,51,2,,12,11,26,594,168,392,34,4,
GEORGIA - Metropolitan Counties,Marion,9,0,,0,0,9,14,3,8,3,0,
GEORGIA - Metropolitan Counties,McDuffie,35,3,,3,2,27,215,72,123,20,,
GEORGIA - Metropolitan Counties,McIntosh,13,1,,0,4,8,290,98,181,11,2,
GEORGIA - Metropolitan Counties,Meriwether,62,2,,7,6,47,326,98,217,11,,
GEORGIA - Metropolitan Counties,Monroe,23,0,,0,3,20,379,89,270,20,0,
GEORGIA - Metropolitan Counties,Morgan,5,0,,1,2,2,151,54,87,10,0,
GEORGIA - Metropolitan Counties,Muscogee,0,0,,0,0,0,0,0,0,0,,
GEORGIA - Metropolitan Counties,Newton,338,7,,13,43,275,1452,447,840,165,,
GEORGIA - Metropolitan Counties,Oconee,32,0,,0,3,29,529,90,416,23,,
GEORGIA - Metropolitan Counties,Oglethorpe,45,0,,2,3,40,361,105,242,14,,
GEORGIA - Metropolitan Counties,Paulding,207,2,,18,20,167,2612,540,1793,279,47,
GEORGIA - Metropolitan Counties,Peach,28,0,,1,8,19,267,99,147,21,0,
GEORGIA - Metropolitan Counties,Pickens,57,0,,1,2,54,395,96,270,29,0,
GEORGIA - Metropolitan Counties,Rockdale,188,4,,12,44,128,1606,281,1213,112,7,
GEORGIA - Metropolitan Counties,Spalding,145,0,,9,24,112,1122,272,736,114,0,
GEORGIA - Metropolitan Counties,Terrell,32,1,,0,9,22,101,28,63,10,,
GEORGIA - Metropolitan Counties,Walker,151,1,,1,11,138,1047,302,745,0,6,
GEORGIA - Metropolitan Counties,Walton,57,0,,4,4,49,720,173,466,81,,
GEORGIA - Metropolitan Counties,Worth,25,1,,0,0,24,240,69,157,14,0,
GEORGIA - Nonmetropolitan Counties,Baldwin,246,1,,3,8,234,615,199,400,16,0,
GEORGIA - Nonmetropolitan Counties,Banks,54,3,,9,3,39,503,191,293,19,0,
GEORGIA - Nonmetropolitan Counties,Berrien,5,0,,0,1,4,183,42,135,6,0,
GEORGIA - Nonmetropolitan Counties,Bleckley,11,0,,0,0,11,139,37,95,7,0,
GEORGIA - Nonmetropolitan Counties,Bulloch,38,1,,2,6,29,499,168,302,29,2,
GEORGIA - Nonmetropolitan Counties,Calhoun,1,0,,0,0,1,3,3,0,0,0,
GEORGIA - Nonmetropolitan Counties,Charlton,17,1,,0,2,14,88,47,25,16,0,
GEORGIA - Nonmetropolitan Counties,Chattooga,33,0,,0,1,32,428,108,311,9,0,
GEORGIA - Nonmetropolitan Counties,Clinch,8,0,,1,3,4,60,18,41,1,0,
GEORGIA - Nonmetropolitan Counties,Coffee,68,3,,12,11,42,904,231,627,46,,
GEORGIA - Nonmetropolitan Counties,Cook,7,0,,3,0,4,107,43,59,5,1,
GEORGIA - Nonmetropolitan Counties,Crisp,8,1,,3,1,3,380,76,296,8,0,
GEORGIA - Nonmetropolitan Counties,Decatur,54,0,,3,5,46,216,59,151,6,,
GEORGIA - Nonmetropolitan Counties,Dodge,28,1,,3,2,22,284,85,185,14,0,
GEORGIA - Nonmetropolitan Counties,Dooly,11,0,,0,0,11,105,20,76,9,0,
GEORGIA - Nonmetropolitan Counties,Early,14,2,,1,0,11,82,27,50,5,0,
GEORGIA - Nonmetropolitan Counties,Elbert,29,0,,3,3,23,339,119,208,12,,
GEORGIA - Nonmetropolitan Counties,Emanuel,18,0,,0,6,12,262,96,142,24,,
GEORGIA - Nonmetropolitan Counties,Evans,5,0,,0,3,2,31,17,10,4,0,
GEORGIA - Nonmetropolitan Counties,Fannin,19,0,,0,1,18,202,75,115,12,4,
GEORGIA - Nonmetropolitan Counties,Franklin,13,1,,3,0,9,230,88,127,15,,
GEORGIA - Nonmetropolitan Counties,Gilmer,64,1,,4,2,57,336,93,222,21,0,
GEORGIA - Nonmetropolitan Counties,Glascock,2,0,,0,0,2,19,6,9,4,0,
GEORGIA - Nonmetropolitan Counties,Gordon,115,1,,12,2,100,630,171,438,21,0,
GEORGIA - Nonmetropolitan Counties,Grady,24,0,,1,2,21,192,62,124,6,,
GEORGIA - Nonmetropolitan Counties,Greene,10,0,,0,1,9,135,35,97,3,,
GEORGIA - Nonmetropolitan Counties,Habersham,30,1,,8,1,20,403,168,216,19,0,
GEORGIA - Nonmetropolitan Counties,Hancock,13,0,,0,1,12,95,26,60,9,,
GEORGIA - Nonmetropolitan Counties,Hart,53,0,,1,1,51,296,81,203,12,,
GEORGIA - Nonmetropolitan Counties,Irwin,13,0,,2,2,9,103,31,63,9,1,
GEORGIA - Nonmetropolitan Counties,Jackson,57,0,,2,2,53,741,136,577,28,,
GEORGIA - Nonmetropolitan Counties,Jeff Davis,33,0,,1,2,30,155,34,109,12,0,
GEORGIA - Nonmetropolitan Counties,Jefferson,27,0,,2,1,24,102,44,51,7,0,
GEORGIA - Nonmetropolitan Counties,Johnson,14,0,,0,0,14,75,23,48,4,,
GEORGIA - Nonmetropolitan Counties,Laurens,39,3,,3,4,29,555,194,334,27,,
GEORGIA - Nonmetropolitan Counties,Macon,0,0,,0,0,0,61,28,31,2,0,
GEORGIA - Nonmetropolitan Counties,Miller,3,0,,0,0,3,33,10,18,5,0,
GEORGIA - Nonmetropolitan Counties,Mitchell,58,0,,8,6,44,237,59,173,5,,
GEORGIA - Nonmetropolitan Counties,Pierce,48,1,,3,1,43,190,63,120,7,,
GEORGIA - Nonmetropolitan Counties,Polk,0,0,,0,0,0,0,0,0,0,0,
GEORGIA - Nonmetropolitan Counties,Polk County Police Department,42,0,,3,4,35,623,215,335,73,2,
GEORGIA - Nonmetropolitan Counties,Putnam,48,2,,1,1,44,336,113,213,10,,
GEORGIA - Nonmetropolitan Counties,Quitman,3,0,,1,1,1,50,23,27,0,,
GEORGIA - Nonmetropolitan Counties,Rabun,10,0,,1,0,9,267,69,182,16,0,
GEORGIA - Nonmetropolitan Counties,Randolph,11,0,,0,0,11,48,20,25,3,0,
GEORGIA - Nonmetropolitan Counties,Schley,2,0,,1,0,1,42,20,21,1,,
GEORGIA - Nonmetropolitan Counties,Screven,13,0,,2,3,8,175,70,88,17,0,
GEORGIA - Nonmetropolitan Counties,Seminole,14,1,,0,0,13,60,28,32,0,,
GEORGIA - Nonmetropolitan Counties,Stephens,26,0,,4,0,22,451,139,301,11,,
GEORGIA - Nonmetropolitan Counties,Stewart,0,0,,0,0,0,9,1,7,1,0,
GEORGIA - Nonmetropolitan Counties,Sumter,28,2,,2,4,20,217,62,145,10,1,
GEORGIA - Nonmetropolitan Counties,Talbot,1,0,,0,1,0,47,16,29,2,0,
GEORGIA - Nonmetropolitan Counties,Taliaferro,2,0,,0,0,2,27,12,13,2,,
GEORGIA - Nonmetropolitan Counties,Tattnall,31,0,,1,4,26,211,86,116,9,0,
GEORGIA - Nonmetropolitan Counties,Taylor,7,0,,1,1,5,82,32,43,7,0,
GEORGIA - Nonmetropolitan Counties,Thomas,45,1,,5,4,35,504,167,308,29,,
GEORGIA - Nonmetropolitan Counties,Tift,98,3,,5,17,73,633,167,436,30,,
GEORGIA - Nonmetropolitan Counties,Towns,28,0,,0,1,27,130,41,76,13,0,
GEORGIA - Nonmetropolitan Counties,Treutlen,0,0,,0,0,0,60,17,40,3,0,
GEORGIA - Nonmetropolitan Counties,Troup,52,8,,6,9,29,638,190,414,34,,
GEORGIA - Nonmetropolitan Counties,Turner,9,0,,0,3,6,52,10,37,5,0,
GEORGIA - Nonmetropolitan Counties,Union,22,4,,3,2,13,266,76,177,13,0,
GEORGIA - Nonmetropolitan Counties,Ware,79,1,,9,4,65,676,164,490,22,8,
GEORGIA - Nonmetropolitan Counties,Washington,14,1,,1,3,9,109,42,57,10,,
GEORGIA - Nonmetropolitan Counties,Webster,1,0,,0,0,1,2,1,1,0,0,
GEORGIA - Nonmetropolitan Counties,Wheeler,1,0,,0,1,0,78,20,55,3,0,
GEORGIA - Nonmetropolitan Counties,White,46,0,,11,0,35,471,173,273,25,0,
GEORGIA - Nonmetropolitan Counties,Wilkes,26,1,,3,0,22,16,5,10,1,,
GEORGIA - Nonmetropolitan Counties,Wilkinson,13,0,,2,2,9,52,24,22,6,0,
HAWAII - Metropolitan Counties,Maui Police Department,557,4,94,,113,346,6005,1007,4416,582,108,
IDAHO - Metropolitan Counties,Ada,196,3,41,,9,143,716,209,486,21,11,
IDAHO - Metropolitan Counties,Bannock,9,0,2,,0,7,42,10,28,4,0,
IDAHO - Metropolitan Counties,Boise,6,0,1,,0,5,77,15,60,2,0,
IDAHO - Metropolitan Counties,Bonneville,76,0,14,,0,62,751,152,548,51,8,
IDAHO - Metropolitan Counties,Butte,7,0,1,,0,6,12,7,3,2,0,
IDAHO - Metropolitan Counties,Canyon,92,1,18,,1,72,560,219,240,101,2,
IDAHO - Metropolitan Counties,Franklin,0,0,0,,0,0,35,1,32,2,0,
IDAHO - Metropolitan Counties,Gem,4,0,1,,0,3,23,13,9,1,0,
IDAHO - Metropolitan Counties,Jefferson,3,0,0,,0,3,115,21,84,10,0,
IDAHO - Metropolitan Counties,Kootenai,122,1,16,,6,99,1046,320,666,60,21,
IDAHO - Metropolitan Counties,Nez Perce,7,0,0,,0,7,87,27,53,7,0,
IDAHO - Metropolitan Counties,Owyhee,23,0,3,,1,19,89,30,43,16,1,
IDAHO - Nonmetropolitan Counties,Adams,2,0,0,,0,2,22,2,20,0,1,
IDAHO - Nonmetropolitan Counties,Bear Lake,5,0,2,,0,3,28,9,17,2,0,
IDAHO - Nonmetropolitan Counties,Benewah,16,0,0,,0,16,61,29,32,0,0,
IDAHO - Nonmetropolitan Counties,Bingham,30,0,7,,1,22,265,80,161,24,0,
IDAHO - Nonmetropolitan Counties,Blaine,3,0,0,,0,3,33,12,17,4,1,
IDAHO - Nonmetropolitan Counties,Bonner,49,0,14,,0,35,383,150,199,34,1,
IDAHO - Nonmetropolitan Counties,Boundary,7,2,3,,0,2,88,49,34,5,0,
IDAHO - Nonmetropolitan Counties,Camas,0,0,0,,0,0,13,4,8,1,0,
IDAHO - Nonmetropolitan Counties,Caribou,6,0,0,,0,6,10,2,6,2,0,
IDAHO - Nonmetropolitan Counties,Cassia,22,0,4,,0,18,305,104,192,9,0,
IDAHO - Nonmetropolitan Counties,Clark,0,0,0,,0,0,6,0,6,0,0,
IDAHO - Nonmetropolitan Counties,Clearwater,15,0,0,,0,15,95,17,73,5,0,
IDAHO - Nonmetropolitan Counties,Custer,2,0,0,,0,2,24,4,19,1,0,
IDAHO - Nonmetropolitan Counties,Elmore,14,0,1,,0,13,44,10,27,7,0,
IDAHO - Nonmetropolitan Counties,Fremont,10,0,0,,0,10,90,19,58,13,0,
IDAHO - Nonmetropolitan Counties,Gooding,11,0,1,,0,10,53,17,22,14,0,
IDAHO - Nonmetropolitan Counties,Idaho,21,0,2,,0,19,101,40,59,2,0,
IDAHO - Nonmetropolitan Counties,Jerome,19,0,2,,0,17,112,49,45,18,0,
IDAHO - Nonmetropolitan Counties,Latah,13,0,2,,1,10,151,51,90,10,0,
IDAHO - Nonmetropolitan Counties,Lemhi,5,0,0,,0,5,9,1,7,1,0,
IDAHO - Nonmetropolitan Counties,Lewis,2,0,0,,0,2,29,18,7,4,0,
IDAHO - Nonmetropolitan Counties,Lincoln,10,0,5,,0,5,0,0,0,0,0,
IDAHO - Nonmetropolitan Counties,Madison,10,0,4,,1,5,71,11,56,4,0,
IDAHO - Nonmetropolitan Counties,Minidoka,11,0,3,,0,8,157,39,98,20,0,
IDAHO - Nonmetropolitan Counties,Oneida,3,0,1,,1,1,27,9,18,0,0,
IDAHO - Nonmetropolitan Counties,Payette,18,0,2,,1,15,101,40,54,7,0,
IDAHO - Nonmetropolitan Counties,Power,3,0,0,,0,3,44,9,31,4,0,
IDAHO - Nonmetropolitan Counties,Shoshone,45,0,7,,2,36,195,63,112,20,6,
IDAHO - Nonmetropolitan Counties,Teton,8,0,1,,0,7,73,46,27,0,0,
IDAHO - Nonmetropolitan Counties,Twin Falls,40,2,4,,1,33,243,116,107,20,2,
IDAHO - Nonmetropolitan Counties,Valley,16,0,6,,0,10,60,17,41,2,1,
IDAHO - Nonmetropolitan Counties,Washington,8,0,3,,0,5,42,9,32,1,0,
ILLINOIS - Metropolitan Counties,Alexander,11,0,0,,0,11,36,7,27,2,0,
ILLINOIS - Metropolitan Counties,Bond,3,1,0,,0,2,78,26,47,5,0,
ILLINOIS - Metropolitan Counties,Champaign,82,2,26,,3,51,522,158,333,31,7,
ILLINOIS - Metropolitan Counties,Clinton,10,0,0,,0,10,92,20,64,8,1,
ILLINOIS - Metropolitan Counties,Cook,188,0,25,,42,121,941,272,638,31,9,
ILLINOIS - Metropolitan Counties,De Witt,0,0,0,,0,0,27,10,15,2,0,
ILLINOIS - Metropolitan Counties,DuPage,62,2,6,,14,40,755,153,572,30,4,
ILLINOIS - Metropolitan Counties,Ford,11,0,3,,0,8,78,28,46,4,2,
ILLINOIS - Metropolitan Counties,Grundy,22,0,10,,4,8,142,50,89,3,0,
ILLINOIS - Metropolitan Counties,Henry,3,0,2,,0,1,52,12,38,2,0,
ILLINOIS - Metropolitan Counties,Jackson,26,0,7,,5,14,220,64,144,12,2,
ILLINOIS - Metropolitan Counties,Jersey,7,0,5,,0,2,127,45,81,1,0,
ILLINOIS - Metropolitan Counties,Kane,60,1,12,,11,36,412,129,264,19,6,
ILLINOIS - Metropolitan Counties,Kankakee,46,2,10,,6,28,383,127,235,21,17,
ILLINOIS - Metropolitan Counties,Kendall,30,0,9,,5,16,222,71,141,10,2,
ILLINOIS - Metropolitan Counties,Lake,76,3,23,,14,36,1076,273,758,45,4,
ILLINOIS - Metropolitan Counties,Macon,26,0,1,,3,22,278,52,218,8,4,
ILLINOIS - Metropolitan Counties,Macoupin,18,1,1,,1,15,131,27,96,8,0,
ILLINOIS - Metropolitan Counties,Madison,71,0,6,,8,57,562,178,340,44,3,
ILLINOIS - Metropolitan Counties,Marshall,6,1,2,,0,3,25,15,10,0,0,
ILLINOIS - Metropolitan Counties,McHenry,73,0,22,,1,50,414,93,318,3,1,
ILLINOIS - Metropolitan Counties,McLean,20,0,3,,0,17,167,43,116,8,1,
ILLINOIS - Metropolitan Counties,Menard,2,0,0,,0,2,40,14,26,0,0,
ILLINOIS - Metropolitan Counties,Monroe,2,0,1,,0,1,45,14,29,2,0,
ILLINOIS - Metropolitan Counties,Peoria,97,1,8,,16,72,707,164,511,32,8,
ILLINOIS - Metropolitan Counties,Piatt,20,0,4,,0,16,102,34,67,1,1,
ILLINOIS - Metropolitan Counties,Rock Island,46,0,9,,1,36,256,64,192,0,0,
ILLINOIS - Metropolitan Counties,Sangamon,172,0,36,,15,121,593,178,368,47,4,
ILLINOIS - Metropolitan Counties,Stark,5,0,1,,0,4,47,7,36,4,2,
ILLINOIS - Metropolitan Counties,St. Clair,104,3,20,,32,49,558,303,219,36,7,
ILLINOIS - Metropolitan Counties,Vermilion,83,0,26,,4,53,464,140,312,12,1,
ILLINOIS - Metropolitan Counties,Will,127,1,36,,10,80,1013,388,559,66,5,
ILLINOIS - Metropolitan Counties,Williamson,11,2,6,,1,2,254,72,165,17,0,
ILLINOIS - Metropolitan Counties,Winnebago,141,2,23,,25,91,669,247,368,54,1,
ILLINOIS - Metropolitan Counties,Woodford,7,0,4,,0,3,83,23,56,4,0,
ILLINOIS - Nonmetropolitan Counties,Adams,22,0,8,,0,14,149,43,95,11,1,
ILLINOIS - Nonmetropolitan Counties,Brown,9,0,1,,0,8,11,4,5,2,0,
ILLINOIS - Nonmetropolitan Counties,Bureau,30,1,14,,1,14,161,63,94,4,0,
ILLINOIS - Nonmetropolitan Counties,Carroll,0,0,0,,0,0,39,1,38,0,0,
ILLINOIS - Nonmetropolitan Counties,Cass,3,0,0,,0,3,7,2,4,1,0,
ILLINOIS - Nonmetropolitan Counties,Clark,3,0,0,,0,3,40,18,17,5,2,
ILLINOIS - Nonmetropolitan Counties,Clay,8,0,0,,0,8,47,21,25,1,1,
ILLINOIS - Nonmetropolitan Counties,Coles,11,0,0,,1,10,106,35,65,6,1,
ILLINOIS - Nonmetropolitan Counties,Crawford,2,0,0,,0,2,54,22,28,4,3,
ILLINOIS - Nonmetropolitan Counties,Cumberland,1,0,0,,0,1,21,9,10,2,0,
ILLINOIS - Nonmetropolitan Counties,Douglas,8,0,1,,1,6,27,10,14,3,0,
ILLINOIS - Nonmetropolitan Counties,Effingham,10,0,1,,0,9,155,48,97,10,1,
ILLINOIS - Nonmetropolitan Counties,Fayette,3,0,3,,0,0,92,13,76,3,0,
ILLINOIS - Nonmetropolitan Counties,Franklin,17,0,0,,0,17,179,37,132,10,2,
ILLINOIS - Nonmetropolitan Counties,Fulton,13,1,2,,2,8,92,22,58,12,3,
ILLINOIS - Nonmetropolitan Counties,Gallatin,2,0,0,,0,2,41,12,28,1,1,
ILLINOIS - Nonmetropolitan Counties,Greene,6,0,1,,0,5,27,8,18,1,0,
ILLINOIS - Nonmetropolitan Counties,Hamilton,2,0,0,,0,2,61,18,35,8,2,
ILLINOIS - Nonmetropolitan Counties,Hardin,7,0,1,,0,6,30,6,21,3,0,
ILLINOIS - Nonmetropolitan Counties,Iroquois,22,0,4,,0,18,173,55,111,7,0,
ILLINOIS - Nonmetropolitan Counties,Jefferson,44,0,3,,1,40,218,66,139,13,5,
ILLINOIS - Nonmetropolitan Counties,Jo Daviess,3,0,1,,0,2,103,25,74,4,0,
ILLINOIS - Nonmetropolitan Counties,Knox,64,0,10,,1,53,168,42,117,9,1,
ILLINOIS - Nonmetropolitan Counties,La Salle,26,1,8,,1,16,255,87,159,9,1,
ILLINOIS - Nonmetropolitan Counties,Lawrence,3,0,0,,0,3,24,7,9,8,0,
ILLINOIS - Nonmetropolitan Counties,Lee,24,0,0,,2,22,116,63,46,7,1,
ILLINOIS - Nonmetropolitan Counties,Livingston,21,1,7,,2,11,139,31,106,2,0,
ILLINOIS - Nonmetropolitan Counties,Logan,18,0,0,,1,17,87,29,54,4,1,
ILLINOIS - Nonmetropolitan Counties,Mason,17,0,3,,2,12,81,28,50,3,1,
ILLINOIS - Nonmetropolitan Counties,Massac,5,0,0,,0,5,63,17,43,3,0,
ILLINOIS - Nonmetropolitan Counties,McDonough,10,0,0,,0,10,48,10,38,0,2,
ILLINOIS - Nonmetropolitan Counties,Montgomery,0,0,0,,0,0,101,33,67,1,2,
ILLINOIS - Nonmetropolitan Counties,Morgan,7,0,2,,0,5,92,29,60,3,3,
ILLINOIS - Nonmetropolitan Counties,Ogle,11,0,0,,1,10,146,34,106,6,2,
ILLINOIS - Nonmetropolitan Counties,Perry,12,0,0,,0,12,41,10,29,2,0,
ILLINOIS - Nonmetropolitan Counties,Pike,4,0,1,,1,2,37,7,30,0,0,
ILLINOIS - Nonmetropolitan Counties,Putnam,0,0,0,,0,0,22,7,15,0,0,
ILLINOIS - Nonmetropolitan Counties,Randolph,3,0,3,,0,0,16,5,11,0,0,
ILLINOIS - Nonmetropolitan Counties,Richland,18,0,7,,0,11,67,22,39,6,0,
ILLINOIS - Nonmetropolitan Counties,Saline,10,1,0,,0,9,198,40,135,23,6,
ILLINOIS - Nonmetropolitan Counties,Schuyler,0,0,0,,0,0,0,0,0,0,1,
ILLINOIS - Nonmetropolitan Counties,Scott,1,0,0,,0,1,9,4,4,1,0,
ILLINOIS - Nonmetropolitan Counties,Shelby,7,0,0,,0,7,68,13,50,5,0,
ILLINOIS - Nonmetropolitan Counties,Stephenson,7,0,2,,0,5,154,31,120,3,0,
ILLINOIS - Nonmetropolitan Counties,Wabash,2,0,0,,0,2,27,12,15,0,1,
ILLINOIS - Nonmetropolitan Counties,Warren,8,0,2,,0,6,42,21,20,1,0,
ILLINOIS - Nonmetropolitan Counties,Washington,45,0,0,,0,45,67,24,41,2,1,
ILLINOIS - Nonmetropolitan Counties,White,29,0,1,,0,28,131,36,87,8,3,
ILLINOIS - Nonmetropolitan Counties,Whiteside,26,0,4,,1,21,112,32,77,3,0,
INDIANA - Metropolitan Counties,Allen,145,2,,14,60,69,762,180,532,50,0,
INDIANA - Metropolitan Counties,Bartholomew,40,0,,5,3,32,514,125,324,65,0,
INDIANA - Metropolitan Counties,Brown,40,0,,1,1,38,194,52,128,14,0,
INDIANA - Metropolitan Counties,Clark,124,0,,5,8,111,463,138,279,46,,
INDIANA - Metropolitan Counties,Delaware,48,0,,5,4,39,408,149,225,34,1,
INDIANA - Metropolitan Counties,Elkhart,8,0,2,,4,2,577,116,423,38,0,
INDIANA - Metropolitan Counties,Floyd,16,0,,2,3,11,377,65,290,22,,
INDIANA - Metropolitan Counties,Hancock,39,0,,3,3,33,277,71,170,36,0,
INDIANA - Metropolitan Counties,Howard,42,0,,4,2,36,142,51,86,5,0,
INDIANA - Metropolitan Counties,Johnson,57,0,1,,13,43,604,85,481,38,0,
INDIANA - Metropolitan Counties,Lake,37,4,,7,15,11,737,144,516,77,2,
INDIANA - Metropolitan Counties,La Porte,26,0,,9,4,13,584,224,309,51,,
INDIANA - Metropolitan Counties,Madison,11,0,,5,3,3,333,104,212,17,5,
INDIANA - Metropolitan Counties,Monroe,46,1,,4,8,33,841,172,607,62,0,
INDIANA - Metropolitan Counties,Newton,1,0,,0,0,1,123,45,73,5,0,
INDIANA - Metropolitan Counties,Porter,37,2,5,,4,26,443,90,316,37,,
INDIANA - Metropolitan Counties,Posey,71,2,,0,3,66,157,49,90,18,,
INDIANA - Metropolitan Counties,Scott,2,0,,1,1,0,179,43,125,11,,
INDIANA - Metropolitan Counties,Shelby,48,0,4,,3,41,233,77,134,22,0,
INDIANA - Metropolitan Counties,St. Joseph,165,1,13,,24,127,1250,421,783,46,2,
INDIANA - Metropolitan Counties,Sullivan,36,0,,2,3,31,195,37,149,9,,
INDIANA - Metropolitan Counties,Tippecanoe,48,0,,6,5,37,638,219,368,51,2,
INDIANA - Metropolitan Counties,Vanderburgh,53,0,2,,12,39,726,141,560,25,2,
